Transformers version: 4.29.2
Accelerate version: 0.19.0
PEFT version: 0.3.0
dict_keys(['train', 'validation'])
trainable params: 85876325 || all params: 85876325 || trainable%: 100.00
trainable params: 745162 || all params: 86543818 || trainable%: 0.86
{'loss': 4.4227, 'learning_rate': 0.0009999954941610767, 'epoch': 0.07}
{'loss': 0.3223, 'learning_rate': 0.00012649269094671428, 'epoch': 38.45}
{'loss': 0.3197, 'learning_rate': 0.0001250848754995242, 'epoch': 38.51}
{'loss': 0.315, 'learning_rate': 0.00012368381728097754, 'epoch': 38.58}
{'loss': 0.3145, 'learning_rate': 0.000122289541542845, 'epoch': 38.65}
{'loss': 0.3316, 'learning_rate': 0.00012090207341465415, 'epoch': 38.72}
{'loss': 0.3452, 'learning_rate': 0.00011952143790323671, 'epoch': 38.78}
{'loss': 0.2909, 'learning_rate': 0.00011814765989227755, 'epoch': 38.85}
{'loss': 0.3027, 'learning_rate': 0.00011678076414186617, 'epoch': 38.92}
{'loss': 0.3303, 'learning_rate': 0.00011542077528805117, 'epoch': 38.99}
{'eval_loss': 0.34425079822540283, 'eval_accuracy': 0.9043168316831683, 'eval_runtime': 212.282, 'eval_samples_per_second': 118.946, 'eval_steps_per_second': 0.933, 'epoch': 39.0}
{'loss': 0.3208, 'learning_rate': 0.00011406771784239528, 'epoch': 39.05}
{'loss': 0.3132, 'learning_rate': 0.0001127216161915341, 'epoch': 39.12}
{'loss': 0.3203, 'learning_rate': 0.00011138249459673633, 'epoch': 39.19}
{'loss': 0.3071, 'learning_rate': 0.000110050377193467, 'epoch': 39.26}
{'loss': 0.3263, 'learning_rate': 0.00010872528799095194, 'epoch': 39.32}
{'loss': 0.3107, 'learning_rate': 0.00010740725087174513, 'epoch': 39.39}
{'loss': 0.3123, 'learning_rate': 0.00010609628959129813, 'epoch': 39.46}
{'loss': 0.3103, 'learning_rate': 0.00010479242777753278, 'epoch': 39.53}
{'loss': 0.3084, 'learning_rate': 0.00010349568893041411, 'epoch': 39.59}
{'loss': 0.3168, 'learning_rate': 0.00010220609642152767, 'epoch': 39.66}
{'loss': 0.3073, 'learning_rate': 0.00010092367349365761, 'epoch': 39.73}
{'loss': 0.3092, 'learning_rate': 9.964844326036909e-05, 'epoch': 39.8}
{'loss': 0.3163, 'learning_rate': 9.838042870558994e-05, 'epoch': 39.86}
{'loss': 0.3152, 'learning_rate': 9.71196526831975e-05, 'epoch': 39.93}
{'loss': 0.3239, 'learning_rate': 9.586613791660626e-05, 'epoch': 40.0}
{'eval_loss': 0.34308528900146484, 'eval_accuracy': 0.9046336633663367, 'eval_runtime': 217.3248, 'eval_samples_per_second': 116.186, 'eval_steps_per_second': 0.911, 'epoch': 40.0}
{'loss': 0.303, 'learning_rate': 9.461990699835904e-05, 'epoch': 40.07}
{'loss': 0.3389, 'learning_rate': 9.338098238971887e-05, 'epoch': 40.14}
{'loss': 0.3029, 'learning_rate': 9.21493864202646e-05, 'epoch': 40.2}
{'loss': 0.2969, 'learning_rate': 9.09251412874882e-05, 'epoch': 40.27}
{'loss': 0.2963, 'learning_rate': 8.970826905639567e-05, 'epoch': 40.34}
{'loss': 0.3149, 'learning_rate': 8.849879165910785e-05, 'epoch': 40.41}
{'loss': 0.2978, 'learning_rate': 8.729673089446599e-05, 'epoch': 40.47}
{'loss': 0.3235, 'learning_rate': 8.610210842763877e-05, 'epoch': 40.54}
{'loss': 0.2856, 'learning_rate': 8.491494578973202e-05, 'epoch': 40.61}
{'loss': 0.3066, 'learning_rate': 8.373526437740015e-05, 'epoch': 40.68}
{'loss': 0.3282, 'learning_rate': 8.256308545246072e-05, 'epoch': 40.74}
{'loss': 0.3062, 'learning_rate': 8.139843014151154e-05, 'epoch': 40.81}
{'loss': 0.3049, 'learning_rate': 8.024131943554969e-05, 'epoch': 40.88}
{'loss': 0.3295, 'learning_rate': 7.90917741895928e-05, 'epoch': 40.95}
{'eval_loss': 0.34372478723526, 'eval_accuracy': 0.904950495049505, 'eval_runtime': 216.7014, 'eval_samples_per_second': 116.52, 'eval_steps_per_second': 0.914, 'epoch': 41.0}
{'loss': 0.3143, 'learning_rate': 7.794981512230381e-05, 'epoch': 41.01}
{'loss': 0.314, 'learning_rate': 7.681546281561702e-05, 'epoch': 41.08}
{'loss': 0.3265, 'learning_rate': 7.56887377143678e-05, 'epoch': 41.15}
{'loss': 0.3018, 'learning_rate': 7.456966012592325e-05, 'epoch': 41.22}
{'loss': 0.3133, 'learning_rate': 7.345825021981678e-05, 'epoch': 41.28}
{'loss': 0.307, 'learning_rate': 7.235452802738441e-05, 'epoch': 41.35}
{'loss': 0.3196, 'learning_rate': 7.125851344140405e-05, 'epoch': 41.42}
{'loss': 0.3232, 'learning_rate': 7.017022621573621e-05, 'epoch': 41.49}
{'loss': 0.3105, 'learning_rate': 6.908968596496874e-05, 'epoch': 41.55}
{'loss': 0.3222, 'learning_rate': 6.801691216406276e-05, 'epoch': 41.62}
{'loss': 0.3185, 'learning_rate': 6.695192414800228e-05, 'epoch': 41.69}
{'loss': 0.3172, 'learning_rate': 6.589474111144506e-05, 'epoch': 41.76}
{'loss': 0.3293, 'learning_rate': 6.484538210837687e-05, 'epoch': 41.82}
{'loss': 0.3219, 'learning_rate': 6.380386605176836e-05, 'epoch': 41.89}
{'loss': 0.2899, 'learning_rate': 6.277021171323394e-05, 'epoch': 41.96}
{'eval_loss': 0.3435992896556854, 'eval_accuracy': 0.9041584158415842, 'eval_runtime': 226.284, 'eval_samples_per_second': 111.585, 'eval_steps_per_second': 0.875, 'epoch': 42.0}
{'loss': 0.3047, 'learning_rate': 6.174443772269344e-05, 'epoch': 42.03}
{'loss': 0.2954, 'learning_rate': 6.072656256803627e-05, 'epoch': 42.09}
{'loss': 0.3425, 'learning_rate': 5.9716604594788224e-05, 'epoch': 42.16}
{'loss': 0.3185, 'learning_rate': 5.8714582005781446e-05, 'epoch': 42.23}
{'loss': 0.3157, 'learning_rate': 5.7720512860825304e-05, 'epoch': 42.3}
{'loss': 0.3014, 'learning_rate': 5.6734415076381384e-05, 'epoch': 42.36}
{'loss': 0.3257, 'learning_rate': 5.575630642524104e-05, 'epoch': 42.43}
{'loss': 0.304, 'learning_rate': 5.478620453620442e-05, 'epoch': 42.5}
{'loss': 0.3204, 'learning_rate': 5.382412689376287e-05, 'epoch': 42.57}
{'loss': 0.2811, 'learning_rate': 5.287009083778388e-05, 'epoch': 42.64}
{'loss': 0.3009, 'learning_rate': 5.192411356319871e-05, 'epoch': 42.7}
{'loss': 0.3283, 'learning_rate': 5.098621211969223e-05, 'epoch': 42.77}
{'loss': 0.3085, 'learning_rate': 5.005640341139578e-05, 'epoch': 42.84}
{'loss': 0.303, 'learning_rate': 4.913470419658228e-05, 'epoch': 42.91}
{'loss': 0.3424, 'learning_rate': 4.82211310873647e-05, 'epoch': 42.97}
{'eval_loss': 0.3427695333957672, 'eval_accuracy': 0.9052673267326733, 'eval_runtime': 217.959, 'eval_samples_per_second': 115.847, 'eval_steps_per_second': 0.908, 'epoch': 43.0}
{'loss': 0.3216, 'learning_rate': 4.731570054939616e-05, 'epoch': 43.04}
{'loss': 0.3064, 'learning_rate': 4.6418428901573215e-05, 'epoch': 43.11}
{'loss': 0.3118, 'learning_rate': 4.552933231574186e-05, 'epoch': 43.18}
{'loss': 0.301, 'learning_rate': 4.46484268164063e-05, 'epoch': 43.24}
{'loss': 0.3032, 'learning_rate': 4.3775728280439576e-05, 'epoch': 43.31}
{'loss': 0.3107, 'learning_rate': 4.291125243679777e-05, 'epoch': 43.38}
{'loss': 0.3099, 'learning_rate': 4.205501486623647e-05, 'epoch': 43.45}
{'loss': 0.302, 'learning_rate': 4.120703100103007e-05, 'epoch': 43.51}
{'loss': 0.3243, 'learning_rate': 4.036731612469347e-05, 'epoch': 43.58}
{'loss': 0.3345, 'learning_rate': 3.953588537170638e-05, 'epoch': 43.65}
{'loss': 0.2783, 'learning_rate': 3.871275372724103e-05, 'epoch': 43.72}
{'loss': 0.3207, 'learning_rate': 3.789793602689201e-05, 'epoch': 43.78}
{'loss': 0.3137, 'learning_rate': 3.709144695640837e-05, 'epoch': 43.85}
{'loss': 0.3057, 'learning_rate': 3.6293301051429526e-05, 'epoch': 43.92}
{'loss': 0.2869, 'learning_rate': 3.550351269722296e-05, 'epoch': 43.99}
{'eval_loss': 0.3435198664665222, 'eval_accuracy': 0.9046732673267327, 'eval_runtime': 221.3206, 'eval_samples_per_second': 114.088, 'eval_steps_per_second': 0.895, 'epoch': 44.0}
{'loss': 0.3227, 'learning_rate': 3.472209612842525e-05, 'epoch': 44.05}
{'loss': 0.3205, 'learning_rate': 3.394906542878512e-05, 'epoch': 44.12}
{'loss': 0.3151, 'learning_rate': 3.318443453090975e-05, 'epoch': 44.19}
{'loss': 0.2898, 'learning_rate': 3.24282172160138e-05, 'epoch': 44.26}
{'loss': 0.3007, 'learning_rate': 3.1680427113671086e-05, 'epoch': 44.32}
{'loss': 0.2905, 'learning_rate': 3.09410777015684e-05, 'epoch': 44.39}
{'loss': 0.3141, 'learning_rate': 3.021018230526329e-05, 'epoch': 44.46}
{'loss': 0.3007, 'learning_rate': 2.9487754097943297e-05, 'epoch': 44.53}
{'loss': 0.2875, 'learning_rate': 2.877380610018915e-05, 'epoch': 44.59}
{'loss': 0.2807, 'learning_rate': 2.8068351179739493e-05, 'epoch': 44.66}
{'loss': 0.3238, 'learning_rate': 2.737140205125932e-05, 'epoch': 44.73}
{'loss': 0.3142, 'learning_rate': 2.6682971276110578e-05, 'epoch': 44.8}
{'loss': 0.3274, 'learning_rate': 2.6003071262126142e-05, 'epoch': 44.86}
{'loss': 0.325, 'learning_rate': 2.5331714263385706e-05, 'epoch': 44.93}
{'loss': 0.3083, 'learning_rate': 2.4668912379995246e-05, 'epoch': 45.0}
{'eval_loss': 0.34320569038391113, 'eval_accuracy': 0.9048712871287129, 'eval_runtime': 214.3505, 'eval_samples_per_second': 117.798, 'eval_steps_per_second': 0.924, 'epoch': 45.0}
{'loss': 0.2921, 'learning_rate': 2.401467755786879e-05, 'epoch': 45.07}
{'loss': 0.2935, 'learning_rate': 2.3369021588513396e-05, 'epoch': 45.14}
{'loss': 0.2862, 'learning_rate': 2.273195610881623e-05, 'epoch': 45.2}
{'loss': 0.3095, 'learning_rate': 2.210349260083494e-05, 'epoch': 45.27}
{'loss': 0.3264, 'learning_rate': 2.1483642391590952e-05, 'epoch': 45.34}
{'loss': 0.3245, 'learning_rate': 2.0872416652865044e-05, 'epoch': 45.41}
{'loss': 0.2843, 'learning_rate': 2.0269826400996115e-05, 'epoch': 45.47}
{'loss': 0.3076, 'learning_rate': 1.9675882496682505e-05, 'epoch': 45.54}
{'loss': 0.3087, 'learning_rate': 1.9090595644786714e-05, 'epoch': 45.61}
{'loss': 0.3084, 'learning_rate': 1.851397639414154e-05, 'epoch': 45.68}
{'loss': 0.338, 'learning_rate': 1.7946035137361093e-05, 'epoch': 45.74}
{'loss': 0.3081, 'learning_rate': 1.7386782110652588e-05, 'epoch': 45.81}
{'loss': 0.3202, 'learning_rate': 1.6836227393632166e-05, 'epoch': 45.88}
{'loss': 0.3108, 'learning_rate': 1.6294380909143423e-05, 'epoch': 45.95}
{'eval_loss': 0.3431055545806885, 'eval_accuracy': 0.9041980198019802, 'eval_runtime': 225.489, 'eval_samples_per_second': 111.979, 'eval_steps_per_second': 0.878, 'epoch': 46.0}
{'loss': 0.2966, 'learning_rate': 1.5761252423078242e-05, 'epoch': 46.01}
{'loss': 0.3094, 'learning_rate': 1.5236851544200848e-05, 'epoch': 46.08}
{'loss': 0.3186, 'learning_rate': 1.4721187723975016e-05, 'epoch': 46.15}
{'loss': 0.2924, 'learning_rate': 1.4214270256392992e-05, 'epoch': 46.22}
{'loss': 0.312, 'learning_rate': 1.3716108277808781e-05, 'epoch': 46.28}
{'loss': 0.3064, 'learning_rate': 1.3226710766772842e-05, 'epoch': 46.35}
{'loss': 0.2894, 'learning_rate': 1.2746086543870494e-05, 'epoch': 46.42}
{'loss': 0.3079, 'learning_rate': 1.2274244271563207e-05, 'epoch': 46.49}
{'loss': 0.3214, 'learning_rate': 1.181119245403206e-05, 'epoch': 46.55}
{'loss': 0.3147, 'learning_rate': 1.1356939437024538e-05, 'epoch': 46.62}
{'loss': 0.3119, 'learning_rate': 1.0911493407704476e-05, 'epoch': 46.69}
{'loss': 0.3143, 'learning_rate': 1.0474862394504126e-05, 'epoch': 46.76}
{'loss': 0.3002, 'learning_rate': 1.0047054266979383e-05, 'epoch': 46.82}
{'loss': 0.3266, 'learning_rate': 9.628076735668457e-06, 'epoch': 46.89}
{'loss': 0.2873, 'learning_rate': 9.25855336175857e-06, 'epoch': 46.96}
{'eval_loss': 0.34293147921562195, 'eval_accuracy': 0.9044752475247525, 'eval_runtime': 227.669, 'eval_samples_per_second': 110.907, 'eval_steps_per_second': 0.87, 'epoch': 47.0}
{'loss': 0.3146, 'learning_rate': 8.856374635655695e-06, 'epoch': 47.03}
{'loss': 0.3093, 'learning_rate': 8.463047965809046e-06, 'epoch': 47.09}
{'loss': 0.3037, 'learning_rate': 8.078580441285066e-06, 'epoch': 47.16}
{'loss': 0.2905, 'learning_rate': 7.70297899147887e-06, 'epoch': 47.23}
{'loss': 0.3166, 'learning_rate': 7.336250385988896e-06, 'epoch': 47.3}
{'loss': 0.3046, 'learning_rate': 6.978401234495224e-06, 'epoch': 47.36}
{'loss': 0.2871, 'learning_rate': 6.629437986640397e-06, 'epoch': 47.43}
{'loss': 0.3083, 'learning_rate': 6.289366931913176e-06, 'epoch': 47.5}
{'loss': 0.3061, 'learning_rate': 5.958194199535138e-06, 'epoch': 47.57}
{'loss': 0.3326, 'learning_rate': 5.6359257583502025e-06, 'epoch': 47.64}
{'loss': 0.3264, 'learning_rate': 5.322567416717106e-06, 'epoch': 47.7}
{'loss': 0.3187, 'learning_rate': 5.018124822404824e-06, 'epoch': 47.77}
{'loss': 0.3123, 'learning_rate': 4.7226034624903715e-06, 'epoch': 47.84}
{'loss': 0.3314, 'learning_rate': 4.436008663260438e-06, 'epoch': 47.91}
{'loss': 0.3262, 'learning_rate': 4.1583455901149645e-06, 'epoch': 47.97}
{'eval_loss': 0.3428879976272583, 'eval_accuracy': 0.9043564356435644, 'eval_runtime': 219.581, 'eval_samples_per_second': 114.992, 'eval_steps_per_second': 0.902, 'epoch': 48.0}
{'loss': 0.2968, 'learning_rate': 3.889619247474274e-06, 'epoch': 48.04}
{'loss': 0.2982, 'learning_rate': 3.62983447868892e-06, 'epoch': 48.11}
{'loss': 0.3015, 'learning_rate': 3.3789959659520365e-06, 'epoch': 48.18}
{'loss': 0.2951, 'learning_rate': 3.137108230215513e-06, 'epoch': 48.24}
{'loss': 0.2989, 'learning_rate': 2.9041756311079525e-06, 'epoch': 48.31}
{'loss': 0.3252, 'learning_rate': 2.68020236685651e-06, 'epoch': 48.38}
{'loss': 0.2964, 'learning_rate': 2.4651924742109533e-06, 'epoch': 48.45}
{'loss': 0.3127, 'learning_rate': 2.2591498283709988e-06, 'epoch': 48.51}
{'loss': 0.3376, 'learning_rate': 2.0620781429166458e-06, 'epoch': 48.58}
{'loss': 0.297, 'learning_rate': 1.8739809697409515e-06, 'epoch': 48.65}
{'loss': 0.2889, 'learning_rate': 1.6948616989860832e-06, 'epoch': 48.72}
{'loss': 0.3166, 'learning_rate': 1.524723558982477e-06, 'epoch': 48.78}
{'loss': 0.289, 'learning_rate': 1.3635696161903298e-06, 'epoch': 48.85}
{'loss': 0.3078, 'learning_rate': 1.2114027751444212e-06, 'epoch': 48.92}
{'loss': 0.2985, 'learning_rate': 1.0682257784019323e-06, 'epoch': 48.99}
{'eval_loss': 0.3428994417190552, 'eval_accuracy': 0.9043168316831683, 'eval_runtime': 225.463, 'eval_samples_per_second': 111.992, 'eval_steps_per_second': 0.878, 'epoch': 49.0}
{'loss': 0.319, 'learning_rate': 9.340412064927084e-07, 'epoch': 49.05}
{'loss': 0.3348, 'learning_rate': 8.088514778730738e-07, 'epoch': 49.12}
{'loss': 0.3078, 'learning_rate': 6.926588488820329e-07, 'epoch': 49.19}
{'loss': 0.3042, 'learning_rate': 5.854654137006921e-07, 'epoch': 49.26}
{'loss': 0.2979, 'learning_rate': 4.872731043143453e-07, 'epoch': 49.32}
{'loss': 0.2991, 'learning_rate': 3.9808369047805716e-07, 'epoch': 49.39}
{'loss': 0.2958, 'learning_rate': 3.1789877968430026e-07, 'epoch': 49.46}
{'loss': 0.3073, 'learning_rate': 2.467198171342e-07, 'epoch': 49.53}
{'loss': 0.2998, 'learning_rate': 1.8454808571161108e-07, 'epoch': 49.59}
{'loss': 0.3026, 'learning_rate': 1.3138470595969177e-07, 'epoch': 49.66}
{'loss': 0.3259, 'learning_rate': 8.723063606091985e-08, 'epoch': 49.73}
{'loss': 0.3026, 'learning_rate': 5.2086671819884244e-08, 'epoch': 49.8}
{'loss': 0.3088, 'learning_rate': 2.5953446648685486e-08, 'epoch': 49.86}
{'loss': 0.2938, 'learning_rate': 8.831431555722524e-09, 'epoch': 49.93}
{'loss': 0.3066, 'learning_rate': 7.209351372550188e-10, 'epoch': 50.0}
{'eval_loss': 0.342892050743103, 'eval_accuracy': 0.9043564356435644, 'eval_runtime': 223.2197, 'eval_samples_per_second': 113.117, 'eval_steps_per_second': 0.887, 'epoch': 50.0}
{'train_runtime': 40857.7967, 'train_samples_per_second': 92.7, 'train_steps_per_second': 0.181, 'train_loss': 0.4491500262311987, 'epoch': 50.0}
